id_pedido,id_cliente,data,status,valor,itens,frete
541,313,2024-08-09,entregue,1338.13,4,46.31
542,409,2024-01-07,enviado,1512.89,9,23.24
543,47,2024-10-04,processando,677.56,1,11.49
544,359,2024-09-28,entregue,2822.32,7,45.47
545,298,2024-12-24,entregue,311.52,3,26.95
546,119,2024-03-08,entregue,2566.66,10,27.18
547,38,2024-04-18,cancelado,463.66,9,26.88
548,133,2024-05-11,cancelado,724.09,3,2.2
549,252,2024-04-05,entregue,3508.94,2,25.9
550,320,2024-08-03,enviado,3618.55,9,4.01
551,390,2024-06-15,entregue,3422.63,6,1.5
552,392,2024-01-25,entregue,3887.76,1,43.14
553,371,2024-01-03,entregue,866.37,10,4.05
554,353,2024-04-16,entregue,2222.95,9,32.38
555,30,2024-11-24,cancelado,177.91,3,49.42
556,161,2024-07-22,entregue,3983.71,9,32.28
557,386,2024-05-09,entregue,470.95,3,30.02
558,296,2024-09-16,entregue,2481.14,2,7.53
559,423,2024-05-17,cancelado,3952.13,6,18.97
560,21,2024-09-14,enviado,179.94,10,2.44
561,339,2024-05-08,enviado,1759.49,6,4.43
562,371,2024-09-09,cancelado,792.3,7,28.15
563,121,2024-07-05,entregue,2582.83,6,18.48
564,26,2024-06-10,entregue,3936.44,7,36.48
565,283,2024-12-02,processando,2375.36,7,10.4
566,211,2024-10-28,cancelado,2813.4,10,17.75
567,9,2024-10-25,processando,4767.87,9,9.24
568,34,2024-01-09,entregue,4644.29,7,12.64
569,271,2024-02-18,cancelado,3705.61,5,31.28
570,133,2024-11-06,cancelado,4744.8,8,44.02
571,128,2024-09-07,enviado,3605.0,4,26.42
572,33,2024-07-09,entregue,816.56,2,7.08
573,205,2024-10-22,entregue,3643.65,9,28.57
574,343,2024-11-24,entregue,2067.82,3,1.04
575,451,2024-07-25,processando,696.03,9,21.54
576,54,2024-05-25,entregue,456.73,1,41.1
577,150,2024-11-13,entregue,1805.65,6,37.88
578,444,2024-01-06,enviado,3953.86,6,17.0
579,350,2024-03-10,entregue,4798.13,1,33.43
580,241,2024-07-10,enviado,3970.86,5,25.65
581,492,2024-09-17,entregue,3871.58,2,18.42
582,285,2024-12-17,cancelado,933.35,5,16.58
583,498,2024-03-15,cancelado,4167.18,1,33.68
584,175,2024-01-10,processando,3213.45,5,11.94
585,470,2024-04-07,entregue,1011.93,9,12.89
586,162,2024-12-04,enviado,3655.83,3,40.3
587,47,2024-02-23,cancelado,2300.98,8,36.06
588,404,2024-02-18,entregue,3051.96,4,12.05
589,47,2024-11-22,entregue,2488.28,3,20.25
590,166,2024-04-02,enviado,4281.33,2,47.81
591,471,2024-10-25,cancelado,2508.5,6,49.57
592,49,2024-08-17,enviado,3905.62,9,44.59
593,6,2024-03-07,entregue,4986.45,1,29.3
594,172,2024-07-04,cancelado,683.14,10,26.19
595,7,2024-04-23,enviado,1702.57,8,13.19
596,146,2024-10-04,processando,4544.29,1,44.11
597,349,2024-04-13,entregue,3068.23,6,6.7
598,30,2024-02-10,cancelado,401.02,2,43.54
599,328,2024-10-10,entregue,2719.19,4,11.57
600,272,2024-08-11,entregue,2953.46,7,9.74
601,418,2024-12-06,entregue,3052.51,9,7.39
602,123,2024-08-09,entregue,1721.59,2,4.61
603,479,2024-01-23,processando,4293.52,5,6.5
604,275,2024-07-24,entregue,4156.44,1,38.9
605,173,2024-04-16,enviado,2171.91,1,25.97
606,50,2024-02-24,entregue,2161.25,1,46.94
607,484,2024-04-28,entregue,2625.27,4,18.07
608,204,2024-10-03,entregue,1962.11,8,3.63
609,482,2024-12-07,entregue,4766.29,4,12.7
610,175,2024-06-02,enviado,2569.93,3,21.81
611,56,2024-08-21,enviado,2151.14,9,32.21
612,74,2024-10-07,cancelado,4165.39,5,37.48
613,21,2024-02-08,entregue,4486.98,1,39.69
614,230,2024-04-11,entregue,1225.26,9,36.83
615,271,2024-03-14,entregue,1099.21,6,30.73
616,64,2024-01-04,processando,1884.29,1,30.28
617,25,2024-09-12,cancelado,2925.18,2,40.16
618,147,2024-10-06,entregue,3587.53,8,49.59
619,299,2024-03-13,cancelado,3545.5,10,47.13
620,216,2024-10-19,enviado,4354.42,5,41.51
621,329,2024-10-25,cancelado,3742.79,8,4.48
622,268,2024-05-05,cancelado,3928.48,10,19.2
623,488,2024-10-08,entregue,1685.25,2,14.72
624,396,2024-09-10,cancelado,3112.98,4,47.66
625,456,2024-04-04,entregue,4203.97,4,14.72
626,73,2024-07-13,cancelado,2821.25,1,20.39
627,359,2024-01-18,enviado,817.25,2,22.86
628,214,2024-01-21,enviado,910.88,4,15.48
629,483,2024-12-08,cancelado,3053.32,6,33.51
630,309,2024-06-21,entregue,4497.68,9,6.93
631,460,2024-09-25,entregue,4188.06,5,41.4
632,460,2024-06-14,processando,633.14,3,45.11
633,290,2024-10-14,entregue,198.2,3,20.31
634,391,2024-06-18,processando,775.73,5,4.67
635,282,2024-07-19,enviado,1756.35,2,46.17
636,111,2024-01-18,enviado,4053.27,2,33.6
637,352,2024-03-25,entregue,4045.8,6,28.58
638,473,2024-02-09,entregue,3897.23,7,27.07
639,124,2024-10-26,entregue,4256.33,5,31.3
640,21,2024-01-27,entregue,2418.17,4,0.05
641,342,2024-09-14,cancelado,1983.83,7,3.13
642,29,2024-02-27,enviado,2544.3,2,4.06
643,99,2024-10-11,entregue,287.18,2,18.76
644,29,2024-10-21,entregue,446.52,10,3.66
645,378,2024-06-02,enviado,2068.57,3,43.14
646,268,2024-04-28,cancelado,4749.65,7,31.35
647,26,2024-12-12,entregue,3205.64,5,0.84
648,254,2024-08-15,cancelado,1443.43,3,2.91
649,483,2024-08-05,processando,2045.94,7,33.57
650,306,2024-03-12,entregue,2799.55,2,37.29
651,252,2024-12-21,enviado,4618.0,1,49.1
652,290,2024-12-20,entregue,3857.11,5,1.14
653,480,2024-09-22,cancelado,1350.86,4,9.92
654,233,2024-04-03,entregue,4773.26,6,17.89
655,477,2024-03-07,entregue,4583.31,7,5.44
656,279,2024-02-15,entregue,1064.34,3,33.9
657,41,2024-10-06,entregue,1930.16,4,37.52
658,122,2024-09-22,entregue,705.16,8,27.31
659,500,2024-06-13,entregue,992.42,8,3.72
660,342,2024-09-10,entregue,1359.76,1,36.3
661,87,2024-10-11,entregue,747.21,7,14.7
662,23,2024-02-14,entregue,1459.57,1,11.83
663,105,2024-11-09,entregue,2021.88,9,5.41
664,73,2024-08-24,enviado,3353.02,3,45.76
665,39,2024-01-27,entregue,3213.36,8,44.71
666,302,2024-09-27,entregue,556.57,4,13.05
667,477,2024-07-06,cancelado,2753.32,8,39.22
668,352,2024-10-15,entregue,3801.5,4,43.74
669,277,2024-04-04,cancelado,927.22,6,20.42
670,174,2024-04-19,enviado,4800.85,1,24.64
671,360,2024-10-18,processando,3201.42,7,34.04
672,61,2024-08-16,processando,352.39,8,11.8
673,208,2024-09-25,entregue,4307.5,1,18.25
674,2,2024-07-18,entregue,467.54,3,9.02
675,323,2024-06-11,processando,838.12,7,33.94
676,338,2024-06-01,entregue,2718.42,8,46.85
677,352,2024-05-13,cancelado,794.19,2,26.14
678,395,2024-03-03,cancelado,736.78,10,19.9
679,234,2024-10-02,cancelado,2973.63,5,11.76
680,320,2024-10-18,entregue,3927.58,1,47.65
681,65,2024-01-28,entregue,4002.01,10,34.59
682,118,2024-11-27,cancelado,2194.1,10,35.84
683,129,2024-09-10,processando,693.44,10,16.89
684,377,2024-10-17,cancelado,3166.1,2,14.18
685,232,2024-11-18,cancelado,2316.53,1,34.76
686,226,2024-02-12,entregue,1214.64,9,20.08
687,200,2024-08-07,cancelado,3857.08,3,1.31
688,316,2024-08-09,enviado,3912.23,10,3.17
689,322,2024-11-15,enviado,3071.64,8,19.22
690,77,2024-10-19,enviado,2553.74,3,41.85
691,67,2024-06-17,cancelado,1020.96,1,39.53
692,273,2024-06-22,cancelado,53.24,3,34.12
693,406,2024-04-12,entregue,3492.73,1,33.18
694,445,2024-06-25,enviado,1935.65,10,16.59
695,234,2024-10-02,entregue,3381.41,3,13.98
696,278,2024-03-25,processando,1746.03,6,13.42
697,94,2024-09-13,enviado,2988.29,4,7.02
698,424,2024-10-10,entregue,3209.59,3,34.18
699,379,2024-10-28,entregue,3958.2,4,43.31
700,100,2024-09-19,entregue,1733.92,3,13.04
701,351,2024-11-11,entregue,2688.55,6,36.12
702,478,2024-08-06,entregue,1975.93,10,8.59
703,485,2024-10-08,processando,1150.24,9,30.4
704,352,2024-06-04,entregue,4309.23,9,5.31
705,364,2024-07-12,entregue,177.01,8,25.95
706,490,2024-07-28,cancelado,1655.66,10,16.02
707,250,2024-11-10,entregue,1159.82,4,15.33
708,320,2024-02-22,cancelado,4130.43,2,46.32
709,58,2024-08-20,enviado,865.83,4,26.08
710,361,2024-06-19,entregue,1382.21,1,4.3
711,187,2024-04-13,entregue,486.63,5,22.68
712,168,2024-06-07,entregue,1122.15,3,18.31
713,454,2024-04-27,enviado,2405.49,9,4.87
714,409,2024-07-15,entregue,276.67,10,13.29
715,434,2024-03-23,processando,4021.79,5,47.52
716,406,2024-02-02,entregue,927.76,7,30.79
717,486,2024-02-23,cancelado,2642.42,9,3.01
718,376,2024-03-25,enviado,83.3,6,6.49
719,433,2024-09-17,cancelado,4289.44,6,20.11
720,456,2024-03-11,cancelado,4055.03,7,20.8
721,490,2024-06-28,cancelado,2556.88,8,26.95
722,144,2024-05-28,entregue,734.18,6,25.51
723,380,2024-11-09,cancelado,3179.25,10,21.1
724,187,2024-06-26,processando,4215.8,5,8.89
725,66,2024-05-20,entregue,4839.79,7,49.27
726,14,2024-03-28,entregue,4418.33,1,7.8
727,158,2024-06-21,entregue,2952.34,4,3.64
728,122,2024-03-21,entregue,4006.59,6,3.46
729,3,2024-06-11,enviado,217.26,4,31.67
730,218,2024-09-24,entregue,3425.87,5,15.16
731,436,2024-09-17,cancelado,1946.18,10,31.0
732,367,2024-08-05,enviado,4817.32,4,21.15
733,461,2024-11-26,enviado,3610.84,5,32.16
734,77,2024-12-01,entregue,1863.16,9,49.24
735,361,2024-03-12,entregue,1085.3,2,26.29
736,413,2024-03-23,cancelado,4048.26,2,36.85
737,98,2024-02-05,entregue,3052.57,1,31.35
738,320,2024-02-02,enviado,3704.57,2,25.98
739,213,2024-05-16,entregue,1059.59,9,23.16
740,13,2024-09-06,enviado,2049.93,2,33.26
741,91,2024-03-12,enviado,2348.09,5,37.34
742,186,2024-09-21,entregue,2444.98,7,7.74
743,293,2024-01-11,entregue,3112.13,9,40.83
744,438,2024-11-24,enviado,1942.94,9,12.05
745,53,2024-07-02,cancelado,4351.7,8,48.02
746,331,2024-08-06,entregue,2312.98,4,9.92
747,404,2024-12-24,entregue,4632.69,10,48.33
748,490,2024-01-11,entregue,904.09,10,47.76
749,466,2024-10-07,processando,2089.1,3,47.77
750,376,2024-07-26,entregue,3303.37,10,3.77
751,156,2024-04-18,cancelado,762.17,3,16.26
752,187,2024-12-08,cancelado,4285.71,9,10.16
753,285,2024-05-09,enviado,654.67,8,36.86
754,452,2024-08-08,entregue,4050.8,5,12.36
755,11,2024-10-11,entregue,4333.89,10,40.54
756,397,2024-08-20,processando,3638.9,3,44.66
757,310,2024-10-15,entregue,974.63,3,22.01
758,83,2024-01-11,entregue,3350.27,10,23.43
759,270,2024-08-24,entregue,1110.47,6,6.91
760,488,2024-09-17,entregue,696.81,1,40.62
761,386,2024-02-05,entregue,2015.8,1,27.4
762,89,2024-01-02,entregue,3816.93,8,30.33
763,482,2024-11-15,cancelado,2542.13,10,21.92
764,351,2024-04-23,processando,3624.12,6,33.37
765,183,2024-03-08,processando,2698.2,1,39.93
766,473,2024-01-07,entregue,1426.74,5,11.81
767,199,2024-11-03,cancelado,4283.17,10,16.04
768,236,2024-02-12,entregue,4772.77,10,44.93
769,445,2024-02-01,entregue,3232.41,3,38.96
770,374,2024-10-24,entregue,3336.84,2,15.14
771,245,2024-05-21,processando,2581.34,1,30.6
772,101,2024-01-19,enviado,4961.28,2,10.52
773,304,2024-08-03,cancelado,4838.7,3,19.89
774,325,2024-03-24,entregue,622.02,3,5.9
775,352,2024-12-15,enviado,2359.44,3,2.68
776,311,2024-12-22,entregue,623.87,7,20.13
777,67,2024-03-02,entregue,3106.66,1,22.32
778,371,2024-06-22,processando,4631.38,8,46.62
779,102,2024-10-24,processando,1109.74,5,28.59
780,221,2024-07-11,entregue,2703.93,3,22.77
781,449,2024-11-26,entregue,3894.41,2,7.48
782,402,2024-05-06,entregue,496.0,1,39.49
783,350,2024-07-21,cancelado,746.03,6,42.99
784,296,2024-11-11,entregue,793.13,5,18.78
785,9,2024-10-07,processando,4242.02,6,36.08
786,430,2024-02-26,processando,3693.12,1,40.27
787,110,2024-12-22,cancelado,3001.2,3,38.96
788,299,2024-08-27,entregue,3893.0,4,48.44
789,61,2024-03-09,entregue,2148.12,6,27.48
790,277,2024-06-13,entregue,3824.73,3,10.6
791,14,2024-05-03,processando,3903.68,1,7.04
792,247,2024-01-14,entregue,1841.02,3,23.97
793,286,2024-08-09,entregue,873.44,10,3.08
794,369,2024-12-03,enviado,2159.68,10,1.12
795,117,2024-03-05,entregue,2678.68,2,17.12
796,134,2024-03-27,processando,3177.09,1,11.09
797,364,2024-05-02,entregue,340.31,1,30.81
798,465,2024-07-16,cancelado,4575.32,8,18.43
799,458,2024-05-20,entregue,1885.9,10,33.85
800,179,2024-06-10,enviado,4225.35,4,12.56
801,431,2024-02-05,entregue,2335.64,1,5.53
802,285,2024-01-25,entregue,3996.43,9,6.13
803,107,2024-01-26,processando,3973.02,9,11.49
804,231,2024-07-09,entregue,2470.47,7,25.81
805,279,2024-01-17,entregue,4071.06,6,22.39
806,76,2024-10-01,processando,585.5,6,35.22
807,238,2024-02-07,cancelado,260.13,8,5.08
808,28,2024-08-23,entregue,1694.09,1,40.65
809,148,2024-06-17,entregue,2485.56,4,40.05
810,90,2024-02-23,entregue,172.71,10,21.75
811,179,2024-09-28,cancelado,3398.01,8,21.3
812,220,2024-10-09,enviado,196.94,2,28.06
813,171,2024-04-22,entregue,3054.47,3,41.13
814,471,2024-08-09,enviado,4453.7,7,41.16
815,41,2024-06-19,entregue,2646.85,3,34.97
816,244,2024-01-02,entregue,4900.12,7,20.74
817,52,2024-05-11,processando,2967.11,2,39.76
818,26,2024-08-19,enviado,3349.36,2,45.7
819,20,2024-01-24,processando,1350.34,4,27.19
820,483,2024-09-03,processando,2836.46,5,28.71
821,162,2024-04-22,processando,375.61,3,2.11
822,313,2024-10-17,entregue,4048.77,5,32.33
823,307,2024-08-13,cancelado,2669.48,8,31.94
824,332,2024-02-07,enviado,2972.07,2,40.68
825,196,2024-10-18,processando,1498.45,7,45.4
826,490,2024-02-05,entregue,2450.53,1,24.25
827,293,2024-05-08,entregue,4163.04,6,21.84
828,108,2024-12-23,cancelado,3365.17,10,14.46
829,292,2024-02-20,enviado,4044.72,2,35.57
830,467,2024-05-06,enviado,4248.2,3,1.32
831,240,2024-01-17,enviado,4108.08,9,42.21
832,55,2024-02-14,entregue,4213.09,1,31.54
833,339,2024-11-09,entregue,4255.62,9,47.19
834,410,2024-02-08,entregue,3437.51,10,28.58
835,305,2024-09-25,cancelado,2270.47,3,44.87
836,43,2024-08-01,processando,4189.59,9,31.3
837,494,2024-05-22,cancelado,201.15,2,48.53
838,476,2024-07-09,entregue,2698.76,3,37.89
839,232,2024-06-17,cancelado,3700.36,4,28.55
840,226,2024-09-12,enviado,4665.91,9,8.63
841,416,2024-01-09,cancelado,281.77,8,16.01
842,342,2024-02-27,entregue,4218.49,7,28.17
843,154,2024-10-13,entregue,3834.82,2,46.71
844,262,2024-08-22,cancelado,1388.56,3,30.0
845,217,2024-09-17,entregue,2343.63,7,28.93
846,344,2024-08-22,processando,297.63,1,29.44
847,118,2024-12-04,entregue,4528.37,2,39.51
848,217,2024-02-12,enviado,267.9,9,32.12
849,91,2024-08-10,processando,4474.13,9,27.91
850,171,2024-12-13,entregue,579.69,8,29.05
851,440,2024-11-22,processando,2020.88,5,32.0
852,454,2024-10-14,processando,3216.29,10,18.82
853,280,2024-04-24,entregue,4681.0,7,1.28
854,232,2024-09-10,entregue,370.56,1,7.65
855,174,2024-02-13,entregue,841.05,6,29.0
856,125,2024-11-14,entregue,2735.97,3,0.02
857,496,2024-10-26,entregue,1366.3,7,26.64
858,257,2024-04-20,entregue,4407.65,3,49.25
859,203,2024-08-05,cancelado,2253.61,10,3.41
860,12,2024-10-27,entregue,491.45,2,10.72
861,425,2024-02-19,processando,1279.01,10,32.0
862,84,2024-04-23,enviado,584.4,4,23.76
863,209,2024-01-11,entregue,4906.01,1,45.92
864,165,2024-09-17,entregue,2033.01,1,45.5
865,185,2024-05-25,entregue,2503.18,5,6.23
866,50,2024-07-11,processando,206.25,4,34.85
867,141,2024-01-26,cancelado,2111.13,2,23.5
868,380,2024-08-24,entregue,3873.38,3,35.01
869,305,2024-09-19,cancelado,3170.91,9,27.05
870,465,2024-12-01,enviado,2335.54,9,7.27
871,140,2024-02-15,entregue,2097.81,2,39.36
872,430,2024-06-20,entregue,4599.63,7,47.36
873,280,2024-07-20,processando,2715.1,4,34.94
874,298,2024-07-23,cancelado,2770.28,5,46.52
875,196,2024-10-10,processando,4467.99,2,16.37
876,302,2024-05-11,processando,294.04,2,30.68
877,370,2024-10-22,entregue,340.01,8,49.73
878,127,2024-12-13,processando,270.22,2,3.52
879,41,2024-07-22,processando,356.24,10,26.89
880,395,2024-09-26,enviado,1075.35,6,12.43
881,500,2024-12-21,entregue,545.04,10,13.0
882,191,2024-10-02,enviado,2453.27,1,1.24
883,336,2024-11-19,entregue,4044.62,5,26.52
884,298,2024-05-06,entregue,1501.92,7,49.93
885,350,2024-05-26,processando,4314.74,10,21.75
886,255,2024-07-02,entregue,3956.43,5,8.09
887,420,2024-05-11,enviado,4332.63,8,37.81
888,175,2024-09-01,cancelado,2280.58,5,38.4
889,494,2024-04-07,cancelado,4036.06,1,21.26
890,125,2024-06-09,enviado,4385.63,3,42.71
891,95,2024-07-11,processando,1481.49,2,19.82
892,172,2024-10-20,entregue,1183.07,1,0.46
893,478,2024-11-14,entregue,4285.1,2,8.75
894,151,2024-03-25,enviado,2169.5,8,34.7
895,243,2024-05-13,entregue,3830.85,10,3.37
896,15,2024-02-03,entregue,1440.61,2,4.62
897,467,2024-09-27,entregue,2690.37,9,31.97
898,31,2024-01-25,cancelado,124.32,8,29.44
899,203,2024-08-23,enviado,4958.6,3,9.79
900,41,2024-03-19,cancelado,4418.27,6,22.2
