id_venda,data,id_cliente,id_produto,quantidade,preco_unitario,total,canal
526,2023-10-21,100,10,4,41.18,164.72,marketplace
527,2024-04-01,43,9,2,421.4,842.8,online
528,2024-06-20,310,9,1,449.39,449.39,loja
529,2024-06-13,191,1,3,98.26,294.78,online
530,2024-09-03,111,12,3,90.55,271.65,online
531,2023-12-14,374,15,4,449.44,1797.77,online
532,2023-03-07,156,8,2,55.17,110.34,marketplace
533,2024-02-01,210,11,3,57.23,171.69,online
534,2023-04-06,427,7,4,899.56,3598.22,online
535,2024-10-10,253,9,5,74.02,370.1,online
536,2023-05-10,490,11,2,106.96,213.92,online
537,2024-07-06,252,15,1,26.57,26.57,loja
538,2024-02-20,382,6,1,50.51,50.51,marketplace
539,2024-11-22,244,12,4,107.17,428.68,loja
540,2023-05-06,298,1,3,449.73,1349.2,loja
541,2023-06-06,28,5,3,1143.37,3430.11,online
542,2024-01-10,150,9,4,25.38,101.52,loja
543,2023-02-20,386,3,5,3299.77,16498.83,marketplace
544,2024-05-22,358,12,3,38.94,116.82,online
545,2023-01-05,266,5,1,268.84,268.84,online
546,2023-02-07,80,9,4,549.34,2197.36,loja
547,2023-07-15,470,2,2,404.84,809.68,loja
548,2024-05-23,186,3,2,21.36,42.72,online
549,2024-03-23,156,1,5,449.76,2248.82,loja
550,2023-12-08,158,3,2,773.14,1546.28,loja
551,2023-02-01,397,8,2,36.95,73.9,online
552,2023-08-04,466,5,1,3299.11,3299.11,loja
553,2023-02-20,106,10,1,140.1,140.1,loja
554,2023-03-28,383,5,2,22.07,44.14,marketplace
555,2023-09-19,35,2,3,249.16,747.48,marketplace
556,2023-05-06,462,13,1,113.09,113.09,marketplace
557,2023-09-28,363,8,1,56.42,56.42,online
558,2023-03-27,182,7,5,899.44,4497.2,online
559,2023-06-04,239,2,2,117.62,235.24,marketplace
560,2024-09-24,21,2,2,994.95,1989.9,online
561,2024-10-24,160,11,4,60.28,241.14,online
562,2024-04-28,36,15,2,194.72,389.44,online
563,2024-11-04,203,8,3,31.24,93.72,marketplace
564,2024-12-19,53,12,1,60.04,60.04,loja
565,2024-04-20,433,7,1,243.32,243.32,loja
566,2024-05-25,366,13,2,45.44,90.88,marketplace
567,2024-06-16,342,10,5,200.66,1003.28,online
568,2024-02-04,129,8,4,139.64,558.56,online
569,2023-02-24,28,14,2,25.56,51.12,loja
570,2023-07-20,348,6,4,25.93,103.71,loja
571,2023-11-25,267,13,3,144.58,433.74,online
572,2024-08-17,134,9,4,982.59,3930.36,online
573,2023-07-04,197,8,5,449.02,2245.09,online
574,2023-03-18,338,14,4,607.9,2431.6,online
575,2024-12-13,250,13,2,570.84,1141.68,loja
576,2024-08-18,438,3,5,26.39,131.95,marketplace
577,2024-10-22,181,13,1,159.33,159.33,online
578,2023-03-27,188,6,3,23.09,69.27,marketplace
579,2024-07-04,220,6,1,449.89,449.89,online
580,2023-04-08,332,5,4,32.93,131.72,marketplace
581,2024-02-11,87,1,1,73.66,73.66,marketplace
582,2024-10-17,462,7,3,130.36,391.08,online
583,2023-06-13,293,7,1,193.32,193.32,online
584,2023-12-22,106,6,5,52.25,261.25,online
585,2024-03-20,154,6,5,449.76,2248.82,online
586,2023-09-07,148,5,2,832.73,1665.46,loja
587,2023-10-24,491,2,3,100.37,301.11,marketplace
588,2023-10-26,272,8,1,220.24,220.24,online
589,2024-09-26,154,7,2,202.2,404.4,marketplace
590,2024-10-17,233,11,3,1378.54,4135.62,marketplace
591,2023-10-16,110,11,2,98.02,196.04,online
592,2024-10-24,321,1,3,69.76,209.28,marketplace
593,2023-03-24,351,13,2,125.91,251.82,online
594,2023-11-07,434,7,4,549.32,2197.27,online
595,2023-07-08,59,3,3,20.95,62.85,loja
596,2024-08-16,287,7,1,2633.51,2633.51,online
597,2023-01-09,405,13,1,3299.16,3299.16,online
598,2023-12-16,401,1,5,586.33,2931.65,loja
599,2023-07-12,344,11,1,157.77,157.77,loja
600,2023-04-04,293,12,4,80.62,322.5,marketplace
601,2024-08-03,122,10,1,304.95,304.95,loja
602,2024-12-24,121,15,3,210.6,631.8,online
603,2023-05-15,210,5,2,899.11,1798.21,marketplace
604,2023-06-18,217,8,1,702.31,702.31,loja
605,2023-06-16,367,6,3,81.17,243.51,online
606,2023-12-22,410,1,1,26.87,26.87,loja
607,2024-11-04,274,14,3,185.03,555.09,loja
608,2024-05-10,47,15,4,24.16,96.64,loja
609,2023-08-21,163,15,3,3299.86,9899.58,online
610,2024-08-24,212,15,1,175.87,175.87,online
611,2023-03-23,134,9,4,91.65,366.6,loja
612,2024-08-23,15,13,3,549.6,1648.81,loja
613,2023-01-13,103,11,2,22.62,45.24,online
614,2023-04-17,366,13,3,36.44,109.32,loja
615,2024-08-16,448,12,5,26.31,131.55,loja
616,2024-05-07,44,7,3,624.28,1872.84,online
617,2023-01-01,473,9,2,483.61,967.22,marketplace
618,2024-04-09,360,14,2,98.09,196.18,loja
619,2024-03-03,491,6,1,346.92,346.92,loja
620,2024-08-27,345,8,5,20.56,102.8,loja
621,2024-05-24,254,7,2,389.2,778.41,loja
622,2023-05-24,347,4,4,32.38,129.52,online
623,2023-05-09,121,10,2,439.21,878.42,online
624,2024-02-01,241,3,2,249.58,499.17,online
625,2024-12-14,377,10,4,21.25,85.0,online
626,2023-06-08,242,15,1,42.22,42.22,online
627,2023-01-09,259,10,5,26.87,134.34,online
628,2023-09-02,298,3,3,375.1,1125.3,online
629,2024-08-05,46,6,2,231.43,462.86,marketplace
630,2024-01-05,256,14,4,899.26,3597.04,online
631,2024-10-27,390,15,3,53.55,160.65,online
632,2023-06-24,252,13,5,119.79,598.95,loja
633,2024-01-07,77,1,5,80.82,404.11,loja
634,2023-12-15,224,2,2,71.68,143.36,online
635,2024-08-16,58,14,1,475.99,475.99,loja
636,2024-03-27,87,12,1,249.09,249.09,marketplace
637,2023-10-01,270,13,3,198.09,594.27,marketplace
638,2023-08-22,49,15,2,506.9,1013.8,online
639,2023-07-12,303,15,1,200.58,200.58,loja
640,2024-12-22,246,8,3,45.38,136.14,online
641,2023-11-20,487,8,5,20.03,100.15,online
642,2023-11-10,166,13,5,899.21,4496.06,loja
643,2024-02-13,131,3,1,428.37,428.37,loja
644,2023-03-13,400,7,4,20.82,83.28,online
645,2024-12-26,472,5,2,60.2,120.4,marketplace
646,2024-09-07,251,8,2,172.4,344.8,online
647,2024-02-25,217,13,4,121.29,485.16,online
648,2024-02-02,263,6,5,899.43,4497.17,online
649,2023-08-17,323,11,2,24.05,48.1,marketplace
650,2023-08-10,77,3,1,104.23,104.23,online
651,2023-09-03,470,1,2,449.43,898.86,marketplace
652,2023-08-22,369,10,1,202.29,202.29,online
653,2023-02-24,339,8,3,125.34,376.02,loja
654,2023-07-23,153,6,2,80.29,160.59,marketplace
655,2024-06-28,415,3,4,307.54,1230.16,loja
656,2024-11-04,223,9,2,49.81,99.62,loja
657,2023-11-16,236,12,1,549.12,549.12,online
658,2024-12-22,494,12,5,199.6,998.0,online
659,2023-04-04,418,1,3,24.99,74.97,loja
660,2023-11-08,224,14,1,3299.48,3299.48,marketplace
661,2024-03-16,217,1,2,32.01,64.02,loja
662,2024-08-16,11,14,2,31.89,63.78,online
663,2024-01-11,5,2,5,3299.2,16496.01,online
664,2024-01-16,205,8,4,49.69,198.76,marketplace
665,2024-04-23,32,9,5,245.64,1228.2,loja
666,2023-05-21,214,15,4,220.22,880.86,online
667,2024-08-23,224,1,1,816.43,816.43,loja
668,2024-08-08,260,4,3,90.92,272.76,marketplace
669,2024-03-10,371,12,3,98.6,295.81,online
670,2024-08-26,498,14,4,76.38,305.52,loja
671,2023-11-16,67,3,5,946.18,4730.9,loja
672,2024-08-10,121,4,2,220.39,440.78,marketplace
673,2024-06-22,82,3,1,59.43,59.43,marketplace
674,2024-02-20,117,2,1,47.31,47.31,marketplace
675,2024-06-25,24,13,2,1299.26,2598.52,marketplace
676,2023-12-02,475,8,3,31.79,95.37,online
677,2023-09-02,260,2,1,51.19,51.19,loja
678,2024-03-24,150,12,1,80.11,80.11,online
679,2023-03-21,187,6,5,956.93,4784.65,loja
680,2024-01-08,428,13,1,32.09,32.09,online
681,2023-05-12,367,13,3,200.41,601.22,online
682,2023-09-14,404,4,3,23.92,71.76,loja
683,2024-09-26,350,6,4,505.63,2022.52,loja
684,2023-02-11,162,7,4,899.77,3599.08,loja
685,2023-11-21,78,15,4,63.22,252.88,marketplace
686,2024-07-13,454,11,1,25.78,25.78,marketplace
687,2024-01-27,144,15,3,389.74,1169.23,marketplace
688,2024-08-21,106,15,5,31.46,157.3,marketplace
689,2024-12-12,455,13,5,285.2,1426.0,online
690,2023-09-11,200,12,2,98.3,196.6,loja
691,2023-09-18,160,9,5,141.81,709.05,online
692,2024-04-27,397,5,2,23.07,46.14,online
693,2024-05-21,260,6,5,60.63,303.16,loja
694,2023-08-10,294,12,1,299.26,299.26,loja
695,2023-06-10,146,11,4,245.1,980.4,marketplace
696,2023-02-11,265,10,2,389.38,778.76,loja
697,2024-07-03,48,1,3,145.33,435.99,online
698,2023-06-22,270,7,2,294.71,589.42,marketplace
699,2024-10-16,326,7,5,449.78,2248.89,online
700,2023-03-17,66,8,4,379.14,1516.56,online
701,2023-12-07,234,8,2,209.37,418.74,loja
702,2023-10-28,210,2,2,449.37,898.74,loja
703,2023-02-12,157,6,3,77.89,233.67,online
704,2023-03-26,302,7,3,55.78,167.34,loja
705,2023-12-16,2,2,3,98.28,294.85,marketplace
706,2024-08-19,159,10,3,54.73,164.19,online
707,2023-03-17,326,8,3,181.86,545.58,online
708,2024-02-26,320,11,4,899.87,3599.47,marketplace
709,2024-06-18,24,11,4,143.16,572.64,online
710,2023-12-01,293,11,3,20.52,61.56,online
711,2023-04-20,278,10,5,26.02,130.12,loja
712,2024-09-01,62,11,5,101.25,506.25,marketplace
713,2023-04-27,362,14,2,50.22,100.44,marketplace
714,2024-07-19,24,8,4,60.71,242.83,loja
715,2023-09-11,196,5,3,115.49,346.47,loja
716,2024-03-06,131,13,1,41.62,41.62,loja
717,2023-01-20,493,6,2,200.85,401.7,loja
718,2024-02-11,73,7,1,41.59,41.59,online
719,2023-01-07,123,13,3,518.09,1554.27,marketplace
720,2024-02-09,32,6,5,3299.49,16497.46,online
721,2023-07-21,120,15,5,54.63,273.15,loja
722,2023-04-25,285,11,3,433.33,1299.99,loja
723,2023-11-17,105,13,3,220.31,660.92,loja
724,2023-09-14,493,15,3,442.7,1328.1,marketplace
725,2024-10-10,335,3,4,20.11,80.44,loja
726,2024-10-09,430,11,1,98.92,98.92,online
727,2024-01-06,379,9,3,57.87,173.61,marketplace
728,2023-03-24,285,5,1,36.14,36.14,online
729,2024-11-11,326,5,2,220.4,440.81,online
730,2024-06-07,236,10,3,2191.61,6574.83,online
731,2023-10-16,3,15,1,73.96,73.96,loja
732,2024-07-18,42,13,2,549.56,1099.11,loja
733,2024-11-04,181,14,5,118.09,590.45,online
734,2023-02-15,190,15,5,108.57,542.85,loja
735,2023-05-22,472,12,4,130.12,520.49,online
736,2024-12-08,120,8,2,52.57,105.14,online
737,2023-01-07,421,11,1,108.66,108.66,online
738,2024-03-18,100,11,1,80.18,80.18,marketplace
739,2023-12-03,66,5,5,55.09,275.45,marketplace
740,2024-04-28,348,1,2,60.8,121.6,marketplace
741,2024-01-14,329,11,5,200.58,1002.9,loja
742,2024-05-04,349,9,3,466.66,1399.98,online
743,2023-12-08,25,5,4,138.45,553.8,online
744,2024-04-11,42,15,5,1299.32,6496.58,marketplace
745,2024-02-08,101,3,1,103.26,103.26,online
746,2023-01-16,222,13,3,44.98,134.94,loja
747,2024-05-08,56,8,5,449.63,2248.13,loja
748,2024-09-26,122,2,3,23.26,69.78,marketplace
749,2024-10-04,44,1,5,997.28,4986.4,loja
750,2023-03-02,471,13,4,249.89,999.56,online
751,2024-02-04,347,1,1,129.87,129.87,marketplace
752,2024-02-20,386,7,1,172.9,172.9,loja
753,2023-08-13,238,13,5,449.66,2248.3,online
754,2023-08-17,169,10,5,40.25,201.25,loja
755,2023-10-26,431,4,1,20.49,20.49,marketplace
756,2024-07-16,372,10,2,26.41,52.82,online
757,2023-01-05,160,10,2,471.43,942.86,online
758,2024-10-18,398,3,5,24.45,122.25,loja
759,2024-06-01,266,10,4,200.5,802.01,loja
760,2023-07-12,101,4,1,1682.81,1682.81,loja
761,2024-12-23,240,10,1,63.36,63.36,online
762,2024-07-11,84,2,5,220.86,1104.32,online
763,2023-11-08,355,4,1,300.62,300.62,online
764,2024-12-13,106,7,5,803.74,4018.7,loja
765,2024-01-18,59,3,1,249.01,249.01,online
766,2024-01-01,102,4,4,2090.15,8360.6,online
767,2023-06-28,284,4,2,2923.17,5846.34,loja
768,2024-02-01,426,11,2,130.08,260.15,loja
769,2023-06-07,157,8,4,24.65,98.6,loja
770,2023-09-26,320,15,3,179.74,539.22,online
771,2023-04-07,273,7,1,60.04,60.04,online
772,2023-01-25,316,10,3,105.87,317.61,loja
773,2024-04-02,323,13,5,162.05,810.25,online
774,2024-04-24,42,13,2,80.41,160.82,online
775,2024-11-25,261,6,5,26.68,133.4,online
776,2024-09-23,248,12,5,248.94,1244.7,online
777,2023-04-08,459,4,4,200.48,801.92,online
778,2024-07-19,81,15,2,135.64,271.28,online
779,2023-05-15,266,6,3,56.36,169.08,loja
780,2024-07-15,240,7,5,130.37,651.83,online
781,2024-07-01,92,8,3,233.45,700.35,loja
782,2023-05-27,257,9,3,20.45,61.35,marketplace
783,2023-02-04,37,6,1,449.28,449.28,loja
784,2024-05-10,382,14,5,1114.39,5571.95,online
785,2023-12-24,279,15,2,242.89,485.78,online
786,2024-07-13,421,10,1,449.3,449.3,loja
787,2023-07-08,117,12,4,23.02,92.08,loja
788,2024-12-27,237,6,4,1711.39,6845.56,loja
789,2024-04-15,231,14,3,80.09,240.26,marketplace
790,2023-05-24,5,8,1,51.82,51.82,online
791,2024-12-18,154,6,3,1394.38,4183.14,marketplace
792,2023-03-11,291,11,1,220.69,220.69,marketplace
793,2024-04-13,33,9,5,193.3,966.5,online
794,2024-11-10,48,3,2,158.95,317.9,loja
795,2024-01-06,102,2,5,899.03,4495.16,online
796,2023-08-02,189,9,3,784.14,2352.42,loja
797,2024-07-06,57,3,2,216.87,433.74,marketplace
798,2024-04-05,446,4,4,1299.74,5198.97,online
799,2024-03-20,295,5,4,62.51,250.04,marketplace
800,2024-05-07,4,3,2,327.5,655.0,online
801,2023-09-11,467,10,1,80.3,80.3,online
802,2023-05-21,452,15,4,756.87,3027.48,online
803,2024-07-20,422,13,3,330.93,992.79,loja
804,2024-08-13,467,11,4,3299.18,13196.72,loja
805,2023-04-28,81,5,5,35.7,178.5,marketplace
806,2023-08-14,391,9,3,25.41,76.23,loja
807,2024-07-15,85,5,3,60.66,181.97,loja
808,2023-11-23,346,12,5,70.79,353.95,online
809,2023-07-02,6,5,4,190.82,763.28,loja
810,2024-08-15,35,2,2,249.67,499.34,marketplace
811,2023-08-27,143,14,2,370.56,741.12,loja
812,2023-03-10,64,9,2,21.08,42.16,online
813,2023-11-09,79,8,2,60.57,121.14,online
814,2023-08-23,25,14,2,2362.56,4725.12,marketplace
815,2024-01-20,3,1,1,385.19,385.19,online
816,2023-04-03,9,7,2,98.25,196.5,loja
817,2023-04-04,409,14,1,207.9,207.9,loja
818,2023-06-11,288,11,2,65.68,131.36,loja
819,2024-07-04,119,4,5,3299.93,16499.67,loja
820,2024-11-11,7,7,3,59.76,179.28,loja
821,2024-11-20,189,1,4,236.47,945.88,loja
822,2024-02-23,275,13,2,549.3,1098.6,marketplace
823,2024-11-23,199,11,2,192.53,385.06,loja
824,2024-11-16,35,6,3,578.48,1735.44,loja
825,2024-09-21,380,4,5,98.59,492.93,marketplace
826,2023-01-20,389,15,5,384.71,1923.55,loja
827,2023-10-03,31,3,3,2439.62,7318.86,online
828,2024-04-21,20,4,4,200.1,800.41,marketplace
829,2023-05-11,330,13,4,343.74,1374.96,loja
830,2024-01-08,434,12,5,439.38,2196.9,online
831,2023-11-08,411,11,3,3299.21,9897.62,loja
832,2024-03-15,323,1,5,42.85,214.25,loja
833,2023-11-05,481,4,4,58.05,232.2,loja
834,2023-04-17,41,7,1,899.59,899.59,online
835,2023-07-06,311,4,3,654.35,1963.05,online
836,2023-05-28,401,8,3,109.61,328.83,loja
837,2024-08-14,259,10,3,549.38,1648.13,online
838,2024-01-25,196,7,2,77.13,154.26,loja
839,2023-05-13,238,5,3,127.39,382.17,online
840,2024-02-11,70,12,3,549.56,1648.69,online
841,2023-01-28,257,12,2,825.28,1650.56,online
842,2024-12-12,197,8,4,509.69,2038.76,online
843,2023-02-13,478,10,5,60.31,301.54,loja
844,2024-12-12,261,12,2,207.17,414.34,online
845,2024-07-24,127,4,3,41.29,123.87,online
846,2023-12-22,331,3,1,98.81,98.81,online
847,2023-05-08,309,10,5,1227.72,6138.6,loja
848,2024-07-23,301,15,1,50.76,50.76,loja
849,2024-03-27,219,5,5,98.19,490.94,online
850,2024-10-10,376,7,5,302.49,1512.45,loja
851,2024-03-09,384,4,1,23.38,23.38,online
852,2024-01-04,36,13,3,130.89,392.66,online
853,2024-03-06,192,3,5,366.24,1831.2,loja
854,2023-08-19,417,4,2,252.76,505.52,loja
855,2023-05-28,210,8,2,130.65,261.3,marketplace
856,2023-05-03,194,2,1,58.12,58.12,online
857,2023-08-16,345,13,1,26.79,26.79,loja
858,2023-11-19,405,1,1,130.17,130.17,loja
859,2024-10-17,493,13,2,359.68,719.36,online
860,2024-06-12,350,15,4,988.09,3952.36,online
861,2024-11-13,194,10,3,80.14,240.42,loja
862,2023-01-15,446,12,3,39.78,119.34,online
863,2024-12-25,418,4,2,86.15,172.3,online
864,2024-09-14,339,4,4,220.59,882.34,loja
865,2023-12-11,348,8,3,89.65,268.95,loja
866,2023-06-14,481,15,5,531.81,2659.05,online
867,2023-12-05,446,9,1,389.38,389.38,marketplace
868,2023-05-27,345,9,5,34.05,170.25,online
869,2023-08-22,277,4,2,54.81,109.62,loja
870,2023-02-14,367,1,2,899.75,1799.51,loja
871,2024-04-24,132,11,3,49.91,149.73,online
872,2024-02-26,355,6,1,20.8,20.8,loja
873,2023-11-11,194,15,5,449.92,2249.62,online
874,2023-04-09,60,5,5,46.17,230.85,loja
875,2023-12-04,294,6,1,33.58,33.58,loja
876,2023-05-02,303,9,3,549.58,1648.73,loja
877,2024-11-26,65,9,4,189.09,756.36,marketplace
878,2023-09-28,236,6,5,369.5,1847.5,loja
879,2024-03-20,146,3,3,80.12,240.36,loja
880,2023-05-28,362,10,5,90.74,453.7,online
881,2024-01-26,171,3,2,392.82,785.64,loja
882,2023-08-24,201,5,2,389.74,779.47,loja
883,2024-11-16,179,13,1,188.29,188.29,online
884,2024-05-23,473,4,4,41.06,164.24,marketplace
885,2023-12-10,235,11,4,60.03,240.12,loja
886,2024-05-05,108,4,5,408.42,2042.1,loja
887,2023-11-26,440,3,1,186.24,186.24,online
888,2023-02-12,499,8,4,26.74,106.97,loja
889,2024-10-14,497,3,1,59.11,59.11,online
890,2024-08-10,353,10,2,33.06,66.12,loja
891,2023-08-28,419,11,4,449.69,1798.77,online
892,2024-01-04,60,2,3,23.85,71.55,loja
893,2023-01-19,294,10,4,23.95,95.8,online
894,2023-07-16,331,12,3,389.75,1169.24,online
895,2024-02-23,466,14,3,45.03,135.09,marketplace
896,2023-07-18,419,9,2,450.01,900.02,marketplace
897,2023-04-22,460,2,4,60.42,241.68,loja
898,2024-06-04,21,3,5,86.4,432.0,marketplace
899,2024-01-03,64,9,2,20.95,41.9,online
900,2023-04-10,24,9,3,449.17,1347.51,online
901,2024-12-11,268,15,5,198.87,994.35,online
902,2023-11-27,23,4,5,239.04,1195.2,loja
903,2023-03-20,283,4,2,899.3,1798.6,marketplace
904,2024-02-18,131,5,3,43.12,129.36,online
905,2024-11-14,482,12,2,261.26,522.52,loja
906,2024-11-23,331,4,5,3299.07,16495.35,online
907,2023-07-27,79,6,5,23.82,119.1,online
908,2023-02-09,64,9,4,125.95,503.8,loja
909,2023-06-11,399,5,5,549.07,2745.33,loja
910,2024-04-13,488,2,2,21.77,43.54,loja
911,2024-10-27,414,8,2,332.45,664.9,loja
912,2024-09-09,312,2,5,249.7,1248.5,loja
913,2024-03-12,413,12,2,236.75,473.5,marketplace
914,2024-08-19,66,5,5,196.32,981.6,loja
915,2023-03-13,291,12,5,389.16,1945.78,online
916,2024-12-25,128,11,1,76.58,76.58,marketplace
917,2024-06-26,240,9,4,188.92,755.68,online
918,2023-05-21,440,2,3,549.52,1648.56,online
919,2023-11-03,40,12,4,154.16,616.64,loja
920,2023-12-10,284,15,1,525.7,525.7,online
921,2023-08-16,264,11,1,549.68,549.68,marketplace
922,2023-12-01,366,7,1,27.35,27.35,marketplace
923,2023-10-15,494,3,3,3280.05,9840.15,marketplace
924,2023-09-12,488,1,2,899.08,1798.15,online
925,2023-06-22,128,14,4,110.19,440.76,marketplace
926,2024-05-07,2,12,1,73.82,73.82,marketplace
927,2023-08-20,435,8,4,3299.92,13199.69,loja
928,2024-05-12,55,1,3,87.65,262.95,online
929,2023-07-16,102,2,2,207.55,415.1,marketplace
930,2023-08-01,80,13,5,98.15,490.77,online
931,2024-06-14,457,3,2,525.66,1051.32,marketplace
932,2024-03-05,182,12,3,59.48,178.44,online
933,2023-02-07,146,1,1,249.88,249.88,loja
934,2023-03-22,102,8,4,413.54,1654.16,online
935,2024-11-23,66,6,1,278.72,278.72,online
936,2024-03-04,491,2,5,389.92,1949.62,loja
937,2023-11-08,27,11,2,322.48,644.96,online
938,2024-08-10,145,8,4,167.41,669.64,loja
939,2023-04-09,393,2,4,3299.62,13198.47,online
940,2023-08-23,401,13,2,24.84,49.68,loja
941,2023-04-04,68,7,5,56.22,281.1,loja
942,2024-01-20,103,2,3,3299.93,9899.79,loja
943,2023-04-11,219,8,4,297.71,1190.84,loja
944,2024-02-09,187,5,5,360.61,1803.05,online
945,2023-03-02,1,1,4,3299.32,13197.28,online
946,2023-07-06,130,8,2,104.92,209.84,online
947,2023-11-18,395,14,3,40.06,120.18,loja
948,2024-12-25,302,9,3,249.74,749.22,marketplace
949,2023-10-13,45,15,3,2152.16,6456.48,loja
950,2023-01-19,496,15,2,24.38,48.76,loja
951,2023-02-18,317,6,2,389.45,778.89,online
952,2023-01-05,99,7,4,106.66,426.64,marketplace
953,2024-06-15,323,12,3,88.41,265.23,loja
954,2023-03-20,141,12,4,60.38,241.53,loja
955,2023-12-07,380,14,3,125.04,375.12,online
956,2023-03-15,385,9,4,23.14,92.56,online
957,2024-04-06,2,3,5,449.39,2246.95,marketplace
958,2024-09-23,369,9,2,159.27,318.54,online
959,2024-09-04,88,4,3,33.2,99.6,loja
960,2023-05-05,139,14,5,3299.29,16496.46,loja
961,2023-01-21,178,11,2,32.58,65.16,marketplace
962,2024-12-05,210,15,3,39.06,117.18,marketplace
963,2023-06-08,375,5,3,249.99,749.96,loja
964,2023-12-24,353,7,3,79.06,237.18,online
965,2024-04-11,138,4,5,108.44,542.2,marketplace
966,2024-06-05,462,8,4,899.45,3597.78,loja
967,2023-04-19,252,12,4,423.8,1695.2,loja
968,2023-07-22,312,4,3,54.09,162.27,loja
969,2024-11-13,52,12,2,60.33,120.65,marketplace
970,2023-10-04,194,7,2,296.91,593.82,loja
971,2023-03-08,395,2,1,20.81,20.81,online
972,2023-02-18,377,14,2,26.5,53.0,online
973,2024-03-10,170,8,1,476.54,476.54,loja
974,2024-11-18,64,1,2,79.73,159.46,loja
975,2024-03-01,468,4,1,449.3,449.3,loja
976,2024-11-10,116,15,2,223.87,447.74,online
977,2023-04-04,490,5,1,236.87,236.87,online
978,2024-02-02,310,3,1,220.23,220.23,loja
979,2023-11-14,77,15,4,163.65,654.6,online
980,2023-05-16,339,6,5,37.19,185.95,online
981,2023-11-05,164,3,1,449.0,449.0,online
982,2024-02-04,296,7,4,314.04,1256.16,online
983,2023-03-25,198,6,2,32.89,65.78,online
984,2024-10-26,326,6,4,549.48,2197.93,loja
985,2024-09-18,253,9,2,241.47,482.94,marketplace
986,2024-09-19,398,12,2,64.23,128.46,loja
987,2023-01-12,286,8,1,3299.36,3299.36,loja
988,2024-03-10,236,3,1,120.16,120.16,marketplace
989,2023-01-24,71,2,4,711.01,2844.04,loja
990,2024-06-02,360,2,4,389.03,1556.11,marketplace
991,2023-01-05,188,3,1,1091.08,1091.08,loja
992,2024-03-25,94,8,2,20.5,41.0,loja
993,2024-07-24,173,8,5,389.95,1949.74,loja
994,2023-10-25,89,9,3,26.22,78.66,loja
995,2024-09-23,425,5,1,460.49,460.49,marketplace
996,2024-03-09,499,2,5,200.61,1003.05,marketplace
997,2024-10-02,113,7,4,673.22,2692.88,loja
998,2024-08-11,335,11,5,188.26,941.3,online
999,2024-11-14,100,5,4,899.05,3596.22,loja
1000,2024-01-08,145,3,1,34.47,34.47,marketplace
1001,2023-05-07,283,4,1,28.46,28.46,loja
1002,2023-10-26,248,1,2,199.99,399.97,loja
1003,2023-06-25,145,7,3,57.65,172.95,marketplace
1004,2024-03-23,346,2,2,192.17,384.34,online
1005,2023-09-26,397,3,4,98.74,394.97,loja
1006,2023-05-06,78,11,5,183.93,919.65,online
1007,2023-04-26,349,11,1,68.82,68.82,loja
1008,2024-08-26,68,6,2,449.52,899.03,online
1009,2024-01-23,397,11,3,191.1,573.3,online
1010,2023-03-19,322,8,2,3289.19,6578.38,loja
1011,2024-09-28,497,13,1,899.77,899.77,loja
1012,2023-05-06,35,5,4,38.15,152.6,marketplace
1013,2023-12-25,236,5,3,40.43,121.29,online
1014,2023-02-19,250,1,3,449.88,1349.63,online
1015,2023-08-12,263,14,3,236.38,709.14,marketplace
1016,2024-09-15,135,15,3,39.12,117.36,loja
1017,2023-12-27,288,1,5,25.96,129.79,loja
1018,2024-02-08,199,14,1,87.61,87.61,online
1019,2024-02-03,93,12,1,126.69,126.69,loja
1020,2024-06-03,163,6,4,449.43,1797.73,marketplace
1021,2024-02-09,233,1,4,2322.81,9291.24,marketplace
1022,2023-06-19,17,10,2,206.11,412.22,online
1023,2024-08-07,28,4,1,98.81,98.81,loja
1024,2023-02-05,36,5,4,65.35,261.4,online
1025,2024-07-17,110,11,1,177.19,177.19,online
1026,2024-06-25,153,3,2,79.95,159.91,loja
1027,2023-12-14,182,15,3,274.78,824.34,marketplace
1028,2023-02-24,342,10,4,20.59,82.36,marketplace
1029,2024-01-05,460,8,2,249.66,499.33,loja
1030,2024-05-17,370,1,4,38.95,155.8,online
1031,2023-01-07,382,4,2,22.65,45.3,online
1032,2024-04-12,108,4,5,449.17,2245.83,marketplace
1033,2023-05-10,258,14,1,206.36,206.36,loja
1034,2024-07-12,181,14,4,25.89,103.56,marketplace
1035,2024-02-06,235,7,4,449.97,1799.9,online
1036,2024-07-10,433,11,2,275.21,550.42,online
1037,2023-02-26,429,2,3,248.92,746.76,loja
1038,2023-08-24,385,10,1,220.83,220.83,marketplace
1039,2023-11-10,437,7,1,22.62,22.62,loja
1040,2024-02-07,439,8,2,215.04,430.08,loja
1041,2024-11-23,402,12,3,449.91,1349.74,online
1042,2024-05-22,136,5,1,199.12,199.12,online
1043,2024-01-01,14,3,2,118.93,237.86,online
1044,2024-06-06,492,10,5,80.64,403.21,online
1045,2023-10-21,202,14,2,437.63,875.26,loja
1046,2024-12-06,207,15,5,88.17,440.85,online
1047,2023-12-26,65,9,5,899.44,4497.19,loja
1048,2024-09-06,486,6,5,188.17,940.85,loja
1049,2023-11-25,304,3,1,21.02,21.02,loja
1050,2023-10-13,13,12,5,389.54,1947.72,loja
1051,2024-03-08,335,15,4,23.73,94.92,loja
1052,2023-12-25,414,13,3,1775.63,5326.89,online
